image,label,mask
cashew/Data/Images/Normal/000.JPG,normal,
cashew/Data/Images/Normal/001.JPG,normal,
cashew/Data/Images/Normal/002.JPG,normal,
cashew/Data/Images/Normal/003.JPG,normal,
cashew/Data/Images/Normal/004.JPG,normal,
cashew/Data/Images/Normal/005.JPG,normal,
cashew/Data/Images/Normal/006.JPG,normal,
cashew/Data/Images/Normal/007.JPG,normal,
cashew/Data/Images/Normal/008.JPG,normal,
cashew/Data/Images/Normal/009.JPG,normal,
cashew/Data/Images/Normal/010.JPG,normal,
cashew/Data/Images/Normal/011.JPG,normal,
cashew/Data/Images/Normal/012.JPG,normal,
cashew/Data/Images/Normal/013.JPG,normal,
cashew/Data/Images/Normal/014.JPG,normal,
cashew/Data/Images/Normal/015.JPG,normal,
cashew/Data/Images/Normal/016.JPG,normal,
cashew/Data/Images/Normal/017.JPG,normal,
cashew/Data/Images/Normal/018.JPG,normal,
cashew/Data/Images/Normal/019.JPG,normal,
cashew/Data/Images/Normal/020.JPG,normal,
cashew/Data/Images/Normal/021.JPG,normal,
cashew/Data/Images/Normal/022.JPG,normal,
cashew/Data/Images/Normal/023.JPG,normal,
cashew/Data/Images/Normal/024.JPG,normal,
cashew/Data/Images/Normal/025.JPG,normal,
cashew/Data/Images/Normal/026.JPG,normal,
cashew/Data/Images/Normal/027.JPG,normal,
cashew/Data/Images/Normal/028.JPG,normal,
cashew/Data/Images/Normal/029.JPG,normal,
cashew/Data/Images/Normal/030.JPG,normal,
cashew/Data/Images/Normal/031.JPG,normal,
cashew/Data/Images/Normal/032.JPG,normal,
cashew/Data/Images/Normal/033.JPG,normal,
cashew/Data/Images/Normal/034.JPG,normal,
cashew/Data/Images/Normal/035.JPG,normal,
cashew/Data/Images/Normal/036.JPG,normal,
cashew/Data/Images/Normal/037.JPG,normal,
cashew/Data/Images/Normal/038.JPG,normal,
cashew/Data/Images/Normal/039.JPG,normal,
cashew/Data/Images/Normal/040.JPG,normal,
cashew/Data/Images/Normal/041.JPG,normal,
cashew/Data/Images/Normal/042.JPG,normal,
