image,label,mask
chewinggum/Data/Images/Normal/000.JPG,normal,
chewinggum/Data/Images/Normal/001.JPG,normal,
chewinggum/Data/Images/Normal/002.JPG,normal,
chewinggum/Data/Images/Normal/003.JPG,normal,
chewinggum/Data/Images/Normal/004.JPG,normal,
chewinggum/Data/Images/Normal/005.JPG,normal,
chewinggum/Data/Images/Normal/006.JPG,normal,
chewinggum/Data/Images/Normal/007.JPG,normal,
chewinggum/Data/Images/Normal/008.JPG,normal,
chewinggum/Data/Images/Normal/009.JPG,normal,
chewinggum/Data/Images/Normal/010.JPG,normal,
chewinggum/Data/Images/Normal/011.JPG,normal,
chewinggum/Data/Images/Normal/012.JPG,normal,
chewinggum/Data/Images/Normal/013.JPG,normal,
chewinggum/Data/Images/Normal/014.JPG,normal,
chewinggum/Data/Images/Normal/015.JPG,normal,
chewinggum/Data/Images/Normal/016.JPG,normal,
chewinggum/Data/Images/Normal/017.JPG,normal,
chewinggum/Data/Images/Normal/018.JPG,normal,
chewinggum/Data/Images/Normal/019.JPG,normal,
chewinggum/Data/Images/Normal/020.JPG,normal,
chewinggum/Data/Images/Normal/021.JPG,normal,
chewinggum/Data/Images/Normal/022.JPG,normal,
chewinggum/Data/Images/Normal/023.JPG,normal,
chewinggum/Data/Images/Normal/024.JPG,normal,
chewinggum/Data/Images/Normal/025.JPG,normal,
chewinggum/Data/Images/Normal/026.JPG,normal,
chewinggum/Data/Images/Normal/027.JPG,normal,
chewinggum/Data/Images/Normal/028.JPG,normal,
chewinggum/Data/Images/Normal/029.JPG,normal,
chewinggum/Data/Images/Normal/030.JPG,normal,
chewinggum/Data/Images/Normal/031.JPG,normal,
chewinggum/Data/Images/Normal/032.JPG,normal,
chewinggum/Data/Images/Normal/033.JPG,normal,
chewinggum/Data/Images/Normal/034.JPG,normal,
chewinggum/Data/Images/Normal/035.JPG,normal,
chewinggum/Data/Images/Normal/036.JPG,normal,
chewinggum/Data/Images/Normal/037.JPG,normal,
chewinggum/Data/Images/Normal/038.JPG,normal,
chewinggum/Data/Images/Normal/039.JPG,normal,
chewinggum/Data/Images/Normal/040.JPG,normal,
chewinggum/Data/Images/Normal/041.JPG,normal,
chewinggum/Data/Images/Normal/042.JPG,normal,
chewinggum/Data/Images/Normal/043.JPG,normal,
chewinggum/Data/Images/Normal/044.JPG,normal,
chewinggum/Data/Images/Normal/045.JPG,normal,
chewinggum/Data/Images/Normal/046.JPG,normal,
chewinggum/Data/Images/Normal/047.JPG,normal,
chewinggum/Data/Images/Normal/048.JPG,normal,
chewinggum/Data/Images/Normal/049.JPG,normal,
chewinggum/Data/Images/Normal/050.JPG,normal,
chewinggum/Data/Images/Normal/051.JPG,normal,
chewinggum/Data/Images/Normal/052.JPG,normal,
chewinggum/Data/Images/Normal/053.JPG,normal,
chewinggum/Data/Images/Normal/054.JPG,normal,
chewinggum/Data/Images/Normal/055.JPG,normal,
chewinggum/Data/Images/Normal/056.JPG,normal,
chewinggum/Data/Images/Normal/057.JPG,normal,
chewinggum/Data/Images/Normal/058.JPG,normal,
chewinggum/Data/Images/Normal/059.JPG,normal,
chewinggum/Data/Images/Normal/060.JPG,normal,
chewinggum/Data/Images/Normal/061.JPG,normal,
chewinggum/Data/Images/Normal/062.JPG,normal,
chewinggum/Data/Images/Normal/063.JPG,normal,
chewinggum/Data/Images/Normal/064.JPG,normal,
chewinggum/Data/Images/Normal/065.JPG,normal,
chewinggum/Data/Images/Normal/066.JPG,normal,
chewinggum/Data/Images/Normal/067.JPG,normal,
chewinggum/Data/Images/Normal/068.JPG,normal,
chewinggum/Data/Images/Normal/069.JPG,normal,
chewinggum/Data/Images/Normal/070.JPG,normal,
chewinggum/Data/Images/Normal/071.JPG,normal,
chewinggum/Data/Images/Normal/072.JPG,normal,
