image,label,mask
candle/Data/Images/Normal/0000.JPG,normal,
candle/Data/Images/Normal/0001.JPG,normal,
candle/Data/Images/Normal/0002.JPG,normal,
candle/Data/Images/Normal/0003.JPG,normal,
candle/Data/Images/Normal/0004.JPG,normal,
candle/Data/Images/Normal/0005.JPG,normal,
candle/Data/Images/Normal/0006.JPG,normal,
candle/Data/Images/Normal/0007.JPG,normal,
candle/Data/Images/Normal/0008.JPG,normal,
candle/Data/Images/Normal/0009.JPG,normal,
candle/Data/Images/Normal/0010.JPG,normal,
candle/Data/Images/Normal/0011.JPG,normal,
candle/Data/Images/Normal/0012.JPG,normal,
candle/Data/Images/Normal/0013.JPG,normal,
candle/Data/Images/Normal/0014.JPG,normal,
candle/Data/Images/Normal/0015.JPG,normal,
candle/Data/Images/Normal/0016.JPG,normal,
candle/Data/Images/Normal/0017.JPG,normal,
candle/Data/Images/Normal/0018.JPG,normal,
candle/Data/Images/Normal/0019.JPG,normal,
candle/Data/Images/Normal/0020.JPG,normal,
candle/Data/Images/Normal/0021.JPG,normal,
candle/Data/Images/Normal/0022.JPG,normal,
candle/Data/Images/Normal/0023.JPG,normal,
candle/Data/Images/Normal/0024.JPG,normal,
candle/Data/Images/Normal/0025.JPG,normal,
candle/Data/Images/Normal/0026.JPG,normal,
candle/Data/Images/Normal/0027.JPG,normal,
candle/Data/Images/Normal/0028.JPG,normal,
candle/Data/Images/Normal/0029.JPG,normal,
candle/Data/Images/Normal/0030.JPG,normal,
candle/Data/Images/Normal/0031.JPG,normal,
candle/Data/Images/Normal/0032.JPG,normal,
candle/Data/Images/Normal/0033.JPG,normal,
candle/Data/Images/Normal/0034.JPG,normal,
candle/Data/Images/Normal/0035.JPG,normal,
candle/Data/Images/Normal/0036.JPG,normal,
candle/Data/Images/Normal/0037.JPG,normal,
candle/Data/Images/Normal/0038.JPG,normal,
candle/Data/Images/Normal/0039.JPG,normal,
candle/Data/Images/Normal/0040.JPG,normal,
candle/Data/Images/Normal/0041.JPG,normal,
candle/Data/Images/Normal/0042.JPG,normal,
candle/Data/Images/Normal/0043.JPG,normal,
candle/Data/Images/Normal/0044.JPG,normal,
candle/Data/Images/Normal/0045.JPG,normal,
candle/Data/Images/Normal/0046.JPG,normal,
candle/Data/Images/Normal/0047.JPG,normal,
candle/Data/Images/Normal/0048.JPG,normal,
candle/Data/Images/Normal/0049.JPG,normal,
candle/Data/Images/Normal/0050.JPG,normal,
candle/Data/Images/Normal/0051.JPG,normal,
candle/Data/Images/Normal/0052.JPG,normal,
candle/Data/Images/Normal/0053.JPG,normal,
candle/Data/Images/Normal/0054.JPG,normal,
candle/Data/Images/Normal/0055.JPG,normal,
candle/Data/Images/Normal/0056.JPG,normal,
candle/Data/Images/Normal/0057.JPG,normal,
candle/Data/Images/Normal/0058.JPG,normal,
candle/Data/Images/Normal/0059.JPG,normal,
candle/Data/Images/Normal/0060.JPG,normal,
candle/Data/Images/Normal/0061.JPG,normal,
candle/Data/Images/Normal/0062.JPG,normal,
candle/Data/Images/Normal/0063.JPG,normal,
candle/Data/Images/Normal/0064.JPG,normal,
candle/Data/Images/Normal/0065.JPG,normal,
candle/Data/Images/Normal/0066.JPG,normal,
candle/Data/Images/Normal/0067.JPG,normal,
candle/Data/Images/Normal/0068.JPG,normal,
candle/Data/Images/Normal/0069.JPG,normal,
candle/Data/Images/Normal/0070.JPG,normal,
candle/Data/Images/Normal/0071.JPG,normal,
candle/Data/Images/Normal/0072.JPG,normal,
candle/Data/Images/Normal/0073.JPG,normal,
candle/Data/Images/Normal/0074.JPG,normal,
candle/Data/Images/Normal/0075.JPG,normal,
candle/Data/Images/Normal/0076.JPG,normal,
candle/Data/Images/Normal/0077.JPG,normal,
candle/Data/Images/Normal/0078.JPG,normal,
candle/Data/Images/Normal/0079.JPG,normal,
candle/Data/Images/Normal/0080.JPG,normal,
candle/Data/Images/Normal/0081.JPG,normal,
candle/Data/Images/Normal/0082.JPG,normal,
candle/Data/Images/Normal/0083.JPG,normal,
candle/Data/Images/Normal/0084.JPG,normal,
candle/Data/Images/Normal/0085.JPG,normal,
candle/Data/Images/Normal/0086.JPG,normal,
candle/Data/Images/Normal/0087.JPG,normal,
candle/Data/Images/Normal/0088.JPG,normal,
candle/Data/Images/Normal/0089.JPG,normal,
candle/Data/Images/Normal/0090.JPG,normal,
candle/Data/Images/Normal/0091.JPG,normal,
candle/Data/Images/Normal/0092.JPG,normal,
candle/Data/Images/Normal/0093.JPG,normal,
candle/Data/Images/Normal/0094.JPG,normal,
candle/Data/Images/Normal/0095.JPG,normal,
candle/Data/Images/Normal/0096.JPG,normal,
candle/Data/Images/Normal/0097.JPG,normal,
candle/Data/Images/Normal/0098.JPG,normal,
candle/Data/Images/Normal/0099.JPG,normal,
candle/Data/Images/Normal/0100.JPG,normal,
candle/Data/Images/Normal/0101.JPG,normal,
candle/Data/Images/Normal/0102.JPG,normal,
candle/Data/Images/Normal/0103.JPG,normal,
candle/Data/Images/Normal/0104.JPG,normal,
candle/Data/Images/Normal/0105.JPG,normal,
candle/Data/Images/Normal/0106.JPG,normal,
candle/Data/Images/Normal/0107.JPG,normal,
candle/Data/Images/Normal/0108.JPG,normal,
candle/Data/Images/Normal/0109.JPG,normal,
candle/Data/Images/Normal/0110.JPG,normal,
candle/Data/Images/Normal/0111.JPG,normal,
candle/Data/Images/Normal/0112.JPG,normal,
candle/Data/Images/Normal/0113.JPG,normal,
candle/Data/Images/Normal/0114.JPG,normal,
candle/Data/Images/Normal/0115.JPG,normal,
candle/Data/Images/Normal/0116.JPG,normal,
candle/Data/Images/Normal/0117.JPG,normal,
candle/Data/Images/Normal/0118.JPG,normal,
candle/Data/Images/Normal/0119.JPG,normal,
candle/Data/Images/Normal/0120.JPG,normal,
candle/Data/Images/Normal/0121.JPG,normal,
candle/Data/Images/Normal/0122.JPG,normal,
candle/Data/Images/Normal/0123.JPG,normal,
candle/Data/Images/Normal/0124.JPG,normal,
candle/Data/Images/Normal/0125.JPG,normal,
candle/Data/Images/Normal/0126.JPG,normal,
candle/Data/Images/Normal/0127.JPG,normal,
candle/Data/Images/Normal/0128.JPG,normal,
candle/Data/Images/Normal/0129.JPG,normal,
candle/Data/Images/Normal/0130.JPG,normal,
candle/Data/Images/Normal/0131.JPG,normal,
candle/Data/Images/Normal/0132.JPG,normal,
candle/Data/Images/Normal/0133.JPG,normal,
candle/Data/Images/Normal/0134.JPG,normal,
candle/Data/Images/Normal/0135.JPG,normal,
candle/Data/Images/Normal/0136.JPG,normal,
candle/Data/Images/Normal/0137.JPG,normal,
candle/Data/Images/Normal/0138.JPG,normal,
candle/Data/Images/Normal/0139.JPG,normal,
candle/Data/Images/Normal/0140.JPG,normal,
candle/Data/Images/Normal/0141.JPG,normal,
candle/Data/Images/Normal/0142.JPG,normal,
candle/Data/Images/Normal/0143.JPG,normal,
